user_id,issuer,source,destination,travel_date,seat,travel_class,price,qr_detected,qr_decodable,qr_pnr_match,ocr_confidence,font_consistent,text_anomaly,exif_clean,file_unmodified,price_reasonable,metadata_consistent,fraud_type,is_fraud
5712,GoIbibo,Bangalore,Ahmedabad,2026-05-29,CC,Sleeper,760.0,1,1,1,89.66859415137725,1,0,1,0,1,1,none,0
4864,GoIbibo,Pune,Ahmedabad,2026-04-24,3A,Economy,1875.0,1,1,0,71.91375999287187,0,1,0,0,1,0,font_mismatch,1
8434,RedBus,Surat,Delhi,2026-04-18,2A,Economy,2067.0,1,1,1,84.40630481165103,1,0,1,1,1,1,none,0
5940,AbhiBus,Jaipur,Delhi,2026-02-07,Business,Business,3281.0,1,1,1,92.76117606857298,1,0,1,1,1,1,none,0
2589,GoIbibo,Bhopal,Mumbai,2025-11-15,Business,Sleeper,1840.0,1,1,1,77.59588452198743,1,0,1,1,1,1,none,0
5471,IRCTC,Jaipur,Kolkata,2025-12-09,CC,Business,2175.0,1,1,0,30.031116572859517,0,1,0,0,1,0,behavioral,1
6923,MakeMyTrip,Lucknow,Hyderabad,2026-01-17,Business,First,263.0,1,1,0,36.576554456061054,0,1,0,0,1,0,behavioral,1
4009,Paytm,Jaipur,Lucknow,2026-05-08,3A,Economy,1921.0,1,1,1,83.7836335940314,1,0,1,1,1,1,none,0
7915,AbhiBus,Kanpur,Pune,2026-05-08,General,Economy,3418.0,1,1,1,89.221522060366,1,0,0,1,1,1,none,0
7700,Cleartrip,Surat,Lucknow,2026-05-30,2A,AC Chair,1302.0,0,0,0,56.99969563176043,0,1,0,0,1,0,qr_invalid,1
1615,IRCTC,Jaipur,Kanpur,2026-01-16,CC,First,3107.0,1,1,1,90.9061946470575,1,0,1,1,1,1,none,0
6369,Yatra,Kolkata,Chennai,2026-04-11,CC,First,195.0,1,1,0,66.95640219673864,0,1,0,0,1,0,metadata_tamper,1
4038,AbhiBus,Ahmedabad,Nagpur,2026-02-15,AC,Sleeper,696.0,1,1,0,62.52651806698608,0,1,0,0,1,0,font_mismatch,1
3930,MakeMyTrip,Pune,Indore,2025-11-11,First Class,AC Chair,1754.0,1,1,0,79.34429373577387,1,0,1,1,1,1,none,0
5005,RedBus,Chennai,Jaipur,2026-05-21,2A,Business,1411.0,1,1,1,85.04163116889865,1,0,1,1,1,1,none,0
8989,MakeMyTrip,Indore,Mumbai,2025-11-17,General,First,1361.0,1,1,1,55.68036081501086,0,1,0,0,1,0,duplicate,1
8692,Yatra,Bhopal,Delhi,2026-05-08,Business,Economy,1198.0,1,1,1,96.33173524826026,1,0,1,0,1,1,none,0
8188,RedBus,Mumbai,Kolkata,2026-02-27,Sleeper,Sleeper,3414.0,0,0,0,64.24591418966962,0,1,0,0,1,0,qr_invalid,1
1184,GoIbibo,Ahmedabad,Pune,2026-04-01,3A,Economy,1584.0,1,1,1,81.48315742959073,1,0,1,1,1,1,none,0
1512,Yatra,Kanpur,Nagpur,2026-03-29,CC,Sleeper,3344.0,1,1,1,82.01366493485786,1,0,1,0,1,1,none,0
5583,GoIbibo,Mumbai,Kolkata,2025-12-10,3A,Economy,3315.0,1,1,1,72.05452979938107,1,0,1,1,1,1,none,0
9540,AbhiBus,Kanpur,Indore,2026-01-14,Business,Business,3017.0,1,1,1,91.98216843153708,1,0,1,1,1,1,none,0
8060,Paytm,Ahmedabad,Jaipur,2026-04-19,2A,Economy,730.0,1,1,1,90.31092739340751,1,0,1,1,1,1,none,0
4845,IRCTC,Chennai,Surat,2025-11-22,AC,Economy,2539.0,1,1,1,94.61160093795132,1,0,1,1,1,1,none,0
1781,GoIbibo,Jaipur,Hyderabad,2026-05-28,First Class,Business,2914.0,1,1,1,83.17399156220334,1,0,1,1,1,1,none,0
3910,Cleartrip,Kolkata,Surat,2025-11-20,General,Sleeper,1489.0,1,1,1,83.15718857764695,1,0,1,1,1,1,none,0
3183,RedBus,Chennai,Indore,2026-06-01,General,Economy,2246.0,1,1,1,88.7027550027468,1,0,1,0,1,1,none,0
1597,MakeMyTrip,Kolkata,Lucknow,2025-12-01,2A,Business,0.5,1,1,0,50.044395974315194,0,1,0,0,0,0,price_mismatch,1
9823,GoIbibo,Lucknow,Nagpur,2026-03-04,First Class,Economy,3006.0,1,1,1,80.09491063500299,1,0,1,1,1,1,none,0
1663,Yatra,Ahmedabad,Bhopal,2025-11-26,3A,First,3392.0,1,1,0,69.63695025929582,0,1,0,0,1,0,metadata_tamper,1
1011,GoIbibo,Delhi,Surat,2026-05-28,First Class,Business,2342.0,1,1,0,48.79604974208,0,1,0,0,1,0,ocr_tamper,1
9496,Yatra,Lucknow,Surat,2026-05-14,Business,First,3168.0,1,1,1,95.70209658486111,1,0,1,1,1,1,none,0
9400,GoIbibo,Bhopal,Bangalore,2026-02-23,3A,First,2961.0,1,1,1,79.59815251849176,1,0,1,1,1,1,none,0
7280,GoIbibo,Chennai,Surat,2026-06-11,First Class,AC Chair,479.0,0,0,0,51.740095729424326,0,1,0,0,1,0,no_qr,1
1658,Yatra,Bangalore,Pune,2025-11-02,First Class,Sleeper,2555.0,1,1,1,90.82257116746382,1,0,1,1,1,1,none,0
4362,AbhiBus,Mumbai,Pune,2025-12-30,First Class,Economy,3293.0,1,0,0,59.85471355180256,0,1,0,0,1,0,qr_invalid,1
9349,IRCTC,Bangalore,Delhi,2025-12-04,Sleeper,AC Chair,1740.0,1,1,1,82.04701236910483,1,0,1,0,1,1,none,0
3438,IRCTC,Ahmedabad,Nagpur,2026-02-12,AC,First,2558.0,1,1,1,73.93512673910017,1,0,1,1,1,1,none,0
9219,Paytm,Jaipur,Kanpur,2026-06-14,First Class,Business,3071.0,1,1,1,76.63720820044323,1,0,1,1,1,1,none,0
4401,GoIbibo,Lucknow,Nagpur,2026-01-09,CC,Sleeper,979.0,1,1,1,74.58643179491757,1,0,1,0,1,1,none,0
1311,RedBus,Chennai,Ahmedabad,2026-04-04,First Class,Sleeper,1345.0,1,1,0,58.88908942782433,0,1,0,0,1,0,metadata_tamper,1
9204,MakeMyTrip,Indore,Pune,2025-11-13,CC,Economy,2128.0,1,1,0,62.8962264329241,0,1,0,0,1,0,metadata_tamper,1
2224,GoIbibo,Hyderabad,Delhi,2026-01-20,AC,Business,1627.0,1,1,1,96.24638240247727,1,0,1,1,1,1,none,0
3085,GoIbibo,Bangalore,Surat,2025-12-03,AC,First,322.0,1,1,1,91.1342557122541,1,0,1,1,1,1,none,0
6475,GoIbibo,Ahmedabad,Delhi,2026-02-02,General,Sleeper,2097.0,1,1,1,85.61723488134527,1,0,1,0,1,1,none,0
2374,GoIbibo,Chennai,Kolkata,2026-02-25,AC,First,1455.0,1,1,1,82.21096827229769,1,0,1,1,1,1,none,0
6592,Paytm,Lucknow,Pune,2026-04-13,CC,AC Chair,2556.0,1,1,1,78.2789358589143,0,0,1,1,1,1,none,0
6102,AbhiBus,Hyderabad,Lucknow,2026-06-16,Business,Sleeper,162.0,1,1,1,73.14767457260142,1,0,1,1,1,1,none,0
5306,AbhiBus,Chennai,Hyderabad,2025-12-21,General,Business,3311.0,1,1,1,81.91753494914067,1,0,1,1,1,1,none,0
1913,GoIbibo,Pune,Bangalore,2026-05-14,3A,AC Chair,503.0,1,1,1,88.40337115704739,1,0,0,1,1,1,none,0
2622,Yatra,Chennai,Nagpur,2025-11-28,General,Sleeper,5.0,1,1,0,58.56471546974629,0,1,0,0,0,0,price_mismatch,1
9689,IRCTC,Ahmedabad,Pune,2025-11-24,Business,Economy,2069.0,1,1,1,63.410230070349336,0,1,0,0,1,0,duplicate,1
3686,RedBus,Mumbai,Bhopal,2026-06-10,First Class,AC Chair,1277.0,1,1,1,89.3475378452527,1,0,1,1,1,1,none,0
3812,IRCTC,Ahmedabad,Kolkata,2025-12-07,Sleeper,Sleeper,531.0,1,1,1,86.23474337515997,1,0,1,0,1,1,none,0
7176,IRCTC,Delhi,Pune,2026-01-30,AC,AC Chair,3417.0,1,1,1,76.52951866982407,1,0,1,1,1,1,none,0
5610,AbhiBus,Hyderabad,Ahmedabad,2026-06-09,CC,Business,1551.0,1,1,1,73.56874742211049,1,0,1,1,1,0,none,0
3057,Yatra,Pune,Delhi,2025-10-29,General,First,3282.0,1,1,1,90.71305497216247,1,0,1,1,1,1,none,0
6528,IRCTC,Nagpur,Surat,2026-04-24,Business,Sleeper,3232.0,1,1,1,73.04128698147639,1,0,1,1,1,1,none,0
6541,IRCTC,Indore,Lucknow,2025-12-16,3A,Sleeper,3480.0,1,1,0,66.18831051236005,0,1,0,0,1,0,metadata_tamper,1
5517,MakeMyTrip,Lucknow,Hyderabad,2026-06-11,Business,Economy,2275.0,1,1,0,55.77044655210179,0,1,0,0,1,0,metadata_tamper,1
3882,Paytm,Nagpur,Lucknow,2026-04-04,Business,Sleeper,2392.0,1,1,0,91.69918163924571,0,0,1,1,1,1,none,0
9377,Yatra,Bhopal,Delhi,2026-04-15,CC,Sleeper,566.0,0,0,0,60.60242911619197,0,1,0,0,1,0,qr_invalid,1
9374,AbhiBus,Lucknow,Delhi,2026-03-25,CC,Business,2056.0,1,1,0,72.51962508231315,1,0,1,1,1,1,none,0
1252,IRCTC,Kolkata,Kanpur,2025-12-04,General,AC Chair,2480.0,1,1,1,82.39176405609523,1,0,1,1,1,1,none,0
3230,Yatra,Pune,Hyderabad,2025-11-30,Sleeper,Business,2520.0,1,1,1,76.06924853762546,1,0,0,1,1,1,none,0
3124,GoIbibo,Delhi,Bhopal,2026-06-06,General,Business,3062.0,1,1,1,87.60716350660635,1,0,1,1,1,1,none,0
9824,Cleartrip,Jaipur,Delhi,2026-05-02,General,AC Chair,719.0,1,1,1,76.05799105404584,1,0,1,1,1,1,none,0
2050,Cleartrip,Bhopal,Mumbai,2026-05-29,General,Sleeper,3420.0,1,1,0,66.32599157892818,0,1,0,0,1,0,font_mismatch,1
8884,Paytm,Indore,Mumbai,2026-03-29,CC,Sleeper,1427.0,1,1,1,80.35343344528071,1,0,1,1,1,1,none,0
7127,MakeMyTrip,Bangalore,Nagpur,2026-02-01,CC,Sleeper,1094.0,1,1,1,81.71815802196778,1,0,1,1,1,1,none,0
4571,GoIbibo,Kanpur,Mumbai,2025-11-23,General,First,2526.0,1,1,1,90.35886170083806,0,0,1,1,1,1,none,0
6342,Paytm,Delhi,Ahmedabad,2025-12-12,3A,Economy,1100.0,1,1,1,81.53082652593926,1,0,1,1,1,1,none,0
4856,Yatra,Bangalore,Chennai,2026-02-01,First Class,Business,2143.0,1,1,1,78.04785864709292,1,0,0,1,1,1,none,0
8506,MakeMyTrip,Mumbai,Surat,2025-12-19,3A,Economy,2710.0,1,1,1,95.14251403193671,1,0,1,1,1,1,none,0
6086,IRCTC,Mumbai,Bhopal,2026-06-15,Sleeper,AC Chair,2314.0,1,1,1,68.00985392677731,0,1,0,0,1,0,duplicate,1
2715,IRCTC,Hyderabad,Delhi,2026-03-03,Business,Sleeper,2229.0,1,1,1,92.57939845706076,1,0,1,1,1,1,none,0
9587,AbhiBus,Mumbai,Surat,2025-12-17,3A,AC Chair,422.0,1,1,1,87.18507696801682,1,0,1,1,1,1,none,0
8413,MakeMyTrip,Bangalore,Kolkata,2026-01-03,General,Business,1293.0,1,1,0,23.213360246489316,0,1,0,0,1,0,ocr_tamper,1
9356,RedBus,Surat,Hyderabad,2026-05-15,CC,AC Chair,1987.0,1,1,0,66.83532129957503,0,1,0,0,1,0,font_mismatch,1
9980,MakeMyTrip,Bhopal,Hyderabad,2026-05-20,Business,Economy,1303.0,1,1,1,81.23545743852992,1,0,1,1,1,1,none,0
3311,Paytm,Jaipur,Surat,2026-02-14,General,AC Chair,3016.0,1,1,1,72.85476728066735,0,0,1,1,1,1,none,0
5191,IRCTC,Lucknow,Nagpur,2026-05-21,Business,Sleeper,816.0,1,1,1,72.64728953950232,0,0,1,1,1,1,none,0
1409,AbhiBus,Jaipur,Indore,2025-12-26,3A,First,2769.0,0,0,0,65.45745248711424,0,1,0,0,1,0,no_qr,1
9596,GoIbibo,Kolkata,Ahmedabad,2026-05-02,3A,Sleeper,1080.0,1,1,1,92.98397450427481,1,0,1,0,1,1,none,0
5311,Paytm,Chennai,Bangalore,2026-03-02,Business,AC Chair,347.0,0,0,0,59.43438057545919,0,1,0,0,1,0,no_qr,1
6518,GoIbibo,Lucknow,Bhopal,2026-01-10,3A,Economy,183.0,1,1,1,93.44669907055552,1,0,1,1,1,1,none,0
4154,RedBus,Delhi,Surat,2026-03-12,AC,AC Chair,1066.0,1,1,1,96.65763997126561,1,0,1,0,1,1,none,0
1759,IRCTC,Bhopal,Ahmedabad,2026-05-03,AC,Business,1101.0,1,1,0,47.55886701545427,0,1,0,0,1,0,ocr_tamper,1
2294,Paytm,Lucknow,Delhi,2026-03-11,Sleeper,First,5.0,1,1,0,51.92635153549691,0,1,0,0,0,0,price_mismatch,1
6218,Paytm,Chennai,Ahmedabad,2025-10-27,Business,Business,378.0,1,1,1,87.63658553382245,1,0,1,1,1,1,none,0
5104,IRCTC,Nagpur,Lucknow,2025-12-26,Business,Business,661.0,1,1,1,86.95933776262544,1,0,1,1,1,1,none,0
7373,MakeMyTrip,Pune,Hyderabad,2025-10-31,First Class,Business,260.0,1,1,1,83.35297526902323,0,0,1,1,1,1,none,0
7209,Paytm,Bangalore,Mumbai,2026-02-04,2A,First,1195.0,1,1,0,32.96770889355787,0,1,0,0,1,0,ocr_tamper,1
5626,IRCTC,Kanpur,Hyderabad,2025-12-31,CC,Sleeper,906.0,1,1,1,74.76051738595828,1,0,1,1,1,1,none,0
6199,GoIbibo,Lucknow,Pune,2026-04-10,CC,Economy,2138.0,1,1,1,79.73020264501469,1,0,1,1,1,1,none,0
5704,IRCTC,Surat,Bhopal,2026-01-09,Sleeper,Business,1800.0,1,1,1,76.25438211910253,1,0,1,1,1,1,none,0
7482,Paytm,Kolkata,Delhi,2026-02-10,3A,Business,630.0,1,1,0,26.798883483365458,0,1,0,0,1,0,ocr_tamper,1
3929,Yatra,Delhi,Indore,2025-10-28,General,Sleeper,1664.0,1,1,1,73.12326758743616,1,0,0,0,1,1,none,0
2154,AbhiBus,Nagpur,Kanpur,2026-03-09,General,Business,183.0,1,1,1,80.08874907609021,1,0,1,1,1,1,none,0
9039,Yatra,Surat,Indore,2026-05-15,3A,Business,9999.0,1,1,0,69.61855801192826,0,1,0,0,0,0,price_mismatch,1
9998,AbhiBus,Kolkata,Indore,2026-06-15,3A,AC Chair,3300.0,1,1,0,96.5632995591827,1,0,1,1,1,1,none,0
6821,IRCTC,Bangalore,Chennai,2026-03-21,First Class,Business,2171.0,1,1,1,89.37897756177296,1,0,1,1,1,0,none,0
7238,GoIbibo,Nagpur,Bhopal,2025-12-03,CC,Sleeper,1671.0,1,1,1,83.13719073438757,1,0,1,1,1,1,none,0
8850,Paytm,Indore,Ahmedabad,2025-12-09,General,Business,546.0,1,1,1,93.47612247608834,1,0,1,1,1,1,none,0
7717,AbhiBus,Kanpur,Nagpur,2026-02-02,Business,AC Chair,3390.0,1,1,1,93.33945628745138,1,0,1,1,1,1,none,0
1750,Cleartrip,Nagpur,Hyderabad,2026-03-07,First Class,Sleeper,2302.0,1,1,1,82.44136607882045,1,0,1,0,1,1,none,0
3727,IRCTC,Bhopal,Jaipur,2026-04-25,Sleeper,AC Chair,2672.0,1,1,1,88.4042425325971,1,0,1,0,1,1,none,0
1475,Cleartrip,Mumbai,Surat,2026-01-05,General,AC Chair,643.0,1,1,1,95.36452873409684,1,0,1,1,1,1,none,0
2615,GoIbibo,Surat,Kolkata,2026-05-04,3A,First,2047.0,1,1,1,86.14720884567092,1,0,1,1,1,1,none,0
5413,AbhiBus,Indore,Lucknow,2026-04-15,General,First,3276.0,1,1,1,86.09943149408409,1,0,0,1,1,1,none,0
5030,Paytm,Surat,Kanpur,2026-05-15,3A,First,5.0,1,1,0,64.7857527375518,0,1,0,0,0,0,price_mismatch,1
7105,AbhiBus,Jaipur,Kanpur,2025-10-25,First Class,Business,500.0,1,1,1,87.12395577366539,1,0,1,1,1,1,none,0
4495,Yatra,Lucknow,Bangalore,2025-12-14,First Class,AC Chair,3338.0,1,1,1,74.83310988778828,1,0,1,0,1,0,none,0
3609,Cleartrip,Indore,Ahmedabad,2026-02-28,First Class,First,2689.0,1,1,0,54.991011097156985,0,1,0,0,1,0,behavioral,1
8122,Cleartrip,Jaipur,Lucknow,2026-03-12,3A,Sleeper,2482.0,1,1,1,82.81734014194197,1,0,1,1,1,1,none,0
8525,Cleartrip,Surat,Indore,2025-12-07,General,Economy,2490.0,1,1,0,73.12567285376419,0,1,0,0,1,0,font_mismatch,1
3969,RedBus,Pune,Mumbai,2026-05-28,2A,Economy,2992.0,1,1,1,85.3813568931153,0,0,1,1,1,1,none,0
2186,GoIbibo,Jaipur,Delhi,2026-06-14,2A,First,2460.0,1,1,1,91.55207055156399,1,0,1,1,1,1,none,0
8588,AbhiBus,Kolkata,Hyderabad,2025-12-04,2A,Sleeper,1014.0,1,1,1,94.18922919517117,1,0,0,1,1,0,none,0
1496,AbhiBus,Mumbai,Bangalore,2026-02-04,3A,Economy,2682.0,1,1,1,88.09197148709607,1,0,1,1,1,1,none,0
3588,RedBus,Ahmedabad,Pune,2025-11-17,First Class,AC Chair,1908.0,0,0,0,63.02998701953008,0,1,0,0,1,0,qr_invalid,1
7109,GoIbibo,Bangalore,Indore,2026-04-08,Sleeper,AC Chair,671.0,1,1,1,97.38864585310017,0,0,0,1,1,1,none,0
4254,GoIbibo,Bangalore,Chennai,2025-12-30,Sleeper,Economy,2252.0,1,1,1,81.52612065478051,1,0,1,1,1,1,none,0
2332,RedBus,Bangalore,Ahmedabad,2026-04-15,3A,First,533.0,1,1,0,56.233022362754994,0,1,0,0,1,0,font_mismatch,1
6227,Yatra,Kolkata,Bangalore,2025-11-28,First Class,Sleeper,3379.0,1,1,1,96.26894078866468,0,0,1,1,1,1,none,0
2184,IRCTC,Pune,Hyderabad,2026-03-22,AC,First,595.0,1,1,1,75.62342188160457,1,0,1,1,1,1,none,0
6058,GoIbibo,Hyderabad,Kolkata,2026-02-27,First Class,AC Chair,2092.0,1,1,1,88.70310831481731,1,0,1,1,1,1,none,0
2987,IRCTC,Delhi,Surat,2026-01-01,3A,Economy,3479.0,1,1,1,81.8712776067028,1,0,1,1,1,1,none,0
6388,Yatra,Ahmedabad,Mumbai,2026-03-20,First Class,First,2801.0,1,1,1,76.98561807582774,1,0,1,1,1,1,none,0
1779,AbhiBus,Nagpur,Mumbai,2026-02-24,CC,Economy,195.0,1,1,1,87.12508452551158,0,0,1,1,1,1,none,0
2418,Paytm,Lucknow,Pune,2026-05-12,AC,First,3264.0,1,1,1,89.4480595543424,1,0,1,1,1,1,none,0
4473,Yatra,Delhi,Bangalore,2026-03-28,2A,First,687.0,1,1,1,89.94330111837463,1,0,1,1,1,1,none,0
6522,Yatra,Nagpur,Pune,2026-01-20,General,Sleeper,1305.0,1,1,0,57.035488890828184,0,1,0,0,1,0,font_mismatch,1
2119,Paytm,Nagpur,Pune,2026-03-26,Business,Business,304.0,0,0,0,67.55043596389454,0,1,0,0,1,0,no_qr,1
6711,GoIbibo,Kolkata,Chennai,2026-03-05,Sleeper,AC Chair,1297.0,1,1,1,94.05765757496872,1,0,1,1,1,1,none,0
3649,MakeMyTrip,Bangalore,Indore,2026-02-09,Sleeper,Business,5.0,1,1,0,66.91489662011779,0,1,0,0,0,0,price_mismatch,1
5482,GoIbibo,Surat,Bhopal,2026-04-03,General,Economy,3488.0,1,1,1,86.81458639213469,1,0,1,1,1,1,none,0
7627,IRCTC,Lucknow,Pune,2025-12-25,Sleeper,AC Chair,3204.0,1,1,0,90.49152003934627,1,0,1,1,1,1,none,0
2836,Yatra,Delhi,Chennai,2026-05-27,CC,Sleeper,515.0,1,1,0,72.15728998643952,0,1,0,0,1,0,font_mismatch,1
5296,GoIbibo,Jaipur,Indore,2026-02-24,CC,AC Chair,2106.0,1,1,1,74.39541429219692,1,0,1,1,1,1,none,0
5114,GoIbibo,Jaipur,Nagpur,2025-11-22,General,Sleeper,1182.0,1,1,1,94.14386206896853,0,0,1,1,1,1,none,0
5099,AbhiBus,Pune,Bhopal,2026-06-16,2A,AC Chair,333.0,1,1,1,80.34887538847329,1,0,1,1,1,1,none,0
1731,IRCTC,Delhi,Pune,2025-12-16,Sleeper,Business,560.0,1,1,1,78.68983699244596,1,0,0,1,1,1,none,0
8783,Paytm,Ahmedabad,Jaipur,2025-11-30,Business,First,2417.0,0,0,0,59.72939604669007,0,1,0,0,1,0,no_qr,1
3838,Yatra,Pune,Bangalore,2026-05-12,3A,Business,3042.0,1,1,1,91.37628849442783,1,0,1,1,1,1,none,0
