user_id,passenger_name,source,destination,booking_time,travel_time,seat_type,payment_method,payment_status,booking_count_last_24hrs,used_flag,ticket_status,device_id,ip_address,travel_distance,otp_attempts,failed_payments_count,is_fraud
8564,User_8564,Mumbai,Bangalore,2026-03-10 09:03,2026-03-21 18:03,Business,Net Banking,SUCCESS,3,0,cancelled,DEV0098,192.168.9.2,980,0,0,0
6009,User_6009,Bangalore,Hyderabad,2026-03-07 16:58,2026-03-07 18:58,AC,Debit Card,SUCCESS,1,1,active,DEV0203,192.168.7.7,1272,1,0,1
6635,User_6635,Delhi,Chennai,2026-04-24 07:15,2026-05-09 19:15,First Class,Wallet,SUCCESS,2,0,active,DEV0236,192.168.16.1,1516,1,0,0
9976,User_9976,Lucknow,Mumbai,2026-02-02 21:13,2026-02-25 23:13,General,Credit Card,SUCCESS,1,0,active,DEV0118,192.168.17.5,929,0,0,0
6381,User_6381,Hyderabad,Jaipur,2026-01-29 21:30,2026-01-29 23:30,Business,Wallet,SUCCESS,8,0,active,DEV0007,192.168.6.5,648,2,1,1
4826,User_4826,Delhi,Pune,2026-02-05 03:05,2026-02-14 10:05,First Class,UPI,SUCCESS,3,0,active,DEV0239,192.168.6.6,1087,0,0,0
6576,User_6576,Mumbai,Hyderabad,2026-01-30 09:42,2026-02-04 14:42,Business,Net Banking,SUCCESS,2,0,active,DEV0151,192.168.17.11,696,1,0,0
6507,User_6507,Ahmedabad,Mumbai,2026-03-12 22:29,2026-03-31 05:29,Business,Net Banking,SUCCESS,1,0,cancelled,DEV0232,192.168.8.6,453,1,0,0
2940,User_2940,Kolkata,Chennai,2026-03-30 22:49,2026-04-04 00:49,First Class,UPI,SUCCESS,1,0,active,DEV0244,192.168.17.10,590,0,0,0
7054,User_7054,Kolkata,Hyderabad,2026-04-02 00:26,2026-04-02 05:26,First Class,Credit Card,SUCCESS,3,1,cancelled,DEV0208,192.168.18.5,804,0,2,1
1590,User_1590,Hyderabad,Bangalore,2026-04-06 09:46,2026-04-30 17:46,First Class,UPI,SUCCESS,2,0,active,DEV0087,192.168.9.5,938,0,0,0
5135,User_5135,Jaipur,Lucknow,2026-02-05 15:33,2026-02-09 16:33,General,Debit Card,SUCCESS,2,0,active,DEV0100,192.168.15.10,727,1,0,0
6111,User_6111,Jaipur,Ahmedabad,2026-01-20 11:36,2026-02-04 20:36,General,Credit Card,SUCCESS,1,0,active,DEV0246,192.168.14.8,759,1,0,0
1423,User_1423,Bangalore,Hyderabad,2026-02-17 15:49,2026-02-20 22:49,General,Credit Card,SUCCESS,2,0,active,DEV0214,192.168.6.2,1047,0,0,0
7932,User_7932,Ahmedabad,Delhi,2026-04-06 13:09,2026-04-24 00:09,General,Debit Card,SUCCESS,2,0,completed,DEV0094,192.168.16.5,205,0,0,0
7572,User_7572,Lucknow,Ahmedabad,2026-02-14 00:39,2026-02-14 01:39,Sleeper,UPI,SUCCESS,3,0,active,DEV0001,192.168.3.2,1595,1,1,1
9270,User_9270,Kolkata,Ahmedabad,2026-02-07 02:42,2026-03-02 12:42,Sleeper,UPI,SUCCESS,1,0,cancelled,DEV0137,192.168.6.14,1426,1,0,0
5771,User_5771,Pune,Mumbai,2026-04-15 00:07,2026-04-17 11:07,AC,Wallet,SUCCESS,1,0,active,DEV0163,192.168.8.9,150,0,0,0
3485,User_3485,Chennai,Delhi,2026-01-31 22:46,2026-02-10 01:46,Sleeper,Net Banking,SUCCESS,1,0,active,DEV0034,192.168.6.10,978,1,0,0
4657,User_4657,Ahmedabad,Kolkata,2026-04-10 11:41,2026-04-25 15:41,First Class,Credit Card,SUCCESS,1,0,active,DEV0099,192.168.16.7,812,1,0,0
4598,User_4598,Jaipur,Kolkata,2026-02-01 07:03,2026-02-21 15:03,AC,Wallet,SUCCESS,3,0,active,DEV0159,192.168.8.8,550,1,0,0
5413,User_5413,Chennai,Lucknow,2026-03-08 01:08,2026-03-08 04:08,First Class,Credit Card,SUCCESS,1,1,cancelled,DEV0168,192.168.13.14,762,1,0,1
8216,User_8216,Pune,Mumbai,2026-04-03 17:42,2026-04-27 17:42,Business,Wallet,SUCCESS,3,0,active,DEV0200,192.168.17.12,150,0,0,0
7211,User_7211,Pune,Ahmedabad,2026-02-15 08:12,2026-03-11 18:12,Sleeper,Credit Card,SUCCESS,3,0,cancelled,DEV0099,192.168.6.10,1515,1,0,0
9856,User_9856,Mumbai,Lucknow,2026-04-09 22:19,2026-05-01 07:19,First Class,Debit Card,SUCCESS,2,0,active,DEV0134,192.168.6.13,888,1,0,0
2702,User_2702,Jaipur,Bangalore,2026-03-16 20:49,2026-03-17 01:49,General,Wallet,SUCCESS,4,0,active,DEV0168,192.168.17.4,328,5,2,1
7693,User_7693,Jaipur,Ahmedabad,2026-03-25 04:15,2026-04-12 12:15,Sleeper,Net Banking,SUCCESS,1,0,active,DEV0118,192.168.15.5,1383,0,0,0
4264,User_4264,Kolkata,Pune,2026-03-22 19:28,2026-03-22 19:28,First Class,Debit Card,FAILED,4,0,active,DEV0114,192.168.6.2,328,2,4,1
3833,User_3833,Delhi,Mumbai,2026-02-05 20:05,2026-02-05 20:05,First Class,UPI,SUCCESS,19,0,active,DEV0168,192.168.5.11,1400,0,1,1
5891,User_5891,Jaipur,Delhi,2026-05-04 03:35,2026-05-06 12:35,Business,Wallet,SUCCESS,3,0,active,DEV0079,192.168.9.4,280,1,0,0
8633,User_8633,Pune,Kolkata,2026-04-30 20:25,2026-05-07 00:25,First Class,Credit Card,SUCCESS,2,0,active,DEV0049,192.168.9.4,256,0,0,0
5307,User_5307,Bangalore,Kolkata,2026-04-05 08:00,2026-04-05 11:00,First Class,Debit Card,SUCCESS,1,1,active,DEV0235,192.168.17.10,1708,1,1,1
9445,User_9445,Chennai,Mumbai,2026-03-31 16:05,2026-04-03 17:05,General,Credit Card,SUCCESS,2,0,active,DEV0105,192.168.15.12,1330,1,0,0
2625,User_2625,Lucknow,Ahmedabad,2026-05-16 09:55,2026-06-06 13:55,AC,Debit Card,SUCCESS,1,0,completed,DEV0220,192.168.12.13,1607,0,0,0
4429,User_4429,Pune,Lucknow,2026-03-24 11:23,2026-03-24 16:23,General,Debit Card,SUCCESS,4,1,cancelled,DEV0047,192.168.7.9,1601,0,0,1
4161,User_4161,Delhi,Chennai,2026-04-21 09:19,2026-04-21 11:19,AC,Wallet,SUCCESS,12,0,active,DEV0172,192.168.15.4,960,0,1,1
6143,User_6143,Kolkata,Hyderabad,2026-05-13 00:29,2026-05-25 01:29,First Class,UPI,SUCCESS,3,0,completed,DEV0114,192.168.8.1,802,0,0,0
1873,User_1873,Ahmedabad,Hyderabad,2026-03-08 03:50,2026-03-08 05:50,First Class,Wallet,SUCCESS,1,1,cancelled,DEV0074,192.168.7.3,884,0,0,1
6439,User_6439,Kolkata,Hyderabad,2026-01-18 18:24,2026-02-13 05:24,Sleeper,UPI,SUCCESS,2,0,cancelled,DEV0219,192.168.12.9,1542,1,0,0
1855,User_1855,Hyderabad,Jaipur,2026-03-31 04:55,2026-03-31 07:55,Business,Wallet,SUCCESS,8,0,active,DEV0237,192.168.11.13,374,1,0,1
2064,User_2064,Delhi,Hyderabad,2026-03-02 03:19,2026-03-02 06:19,Business,UPI,SUCCESS,6,0,active,DEV0095,192.168.9.4,835,2,0,1
2680,User_2680,Lucknow,Delhi,2026-05-09 11:54,2026-05-20 23:54,Business,Credit Card,SUCCESS,2,0,cancelled,DEV0184,192.168.15.7,500,1,0,0
3563,User_3563,Jaipur,Bangalore,2026-04-10 18:45,2026-04-10 21:45,Sleeper,Credit Card,SUCCESS,3,1,cancelled,DEV0123,192.168.17.8,642,0,0,1
1916,User_1916,Ahmedabad,Lucknow,2026-02-22 07:03,2026-03-10 10:03,Business,Debit Card,SUCCESS,2,0,active,DEV0026,192.168.8.9,1100,1,0,0
2232,User_2232,Mumbai,Jaipur,2026-02-11 21:10,2026-02-22 09:10,Business,Debit Card,SUCCESS,2,0,active,DEV0019,192.168.11.11,364,0,0,0
1598,User_1598,Kolkata,Mumbai,2026-03-08 16:45,2026-03-08 19:45,Sleeper,Debit Card,SUCCESS,2,1,active,DEV0129,192.168.16.10,1500,1,0,1
9560,User_9560,Bangalore,Kolkata,2026-02-23 15:50,2026-02-23 15:50,First Class,UPI,SUCCESS,7,0,active,DEV0006,192.168.2.2,913,0,1,1
4233,User_4233,Ahmedabad,Delhi,2026-03-16 16:50,2026-03-16 20:50,Sleeper,Wallet,SUCCESS,5,0,active,DEV0002,192.168.6.9,219,2,1,1
8192,User_8192,Pune,Bangalore,2026-01-22 10:07,2026-01-22 11:07,General,Debit Card,SUCCESS,3,1,active,DEV0240,192.168.14.11,1102,1,2,1
7049,User_7049,Chennai,Delhi,2026-02-15 07:11,2026-02-26 07:11,Sleeper,Debit Card,SUCCESS,3,0,active,DEV0213,192.168.10.3,218,0,0,0
1998,User_1998,Kolkata,Mumbai,2026-03-20 18:19,2026-04-11 00:19,Business,Credit Card,SUCCESS,1,0,active,DEV0216,192.168.16.3,1117,0,0,0
2331,User_2331,Delhi,Chennai,2026-03-17 02:19,2026-03-17 06:19,General,UPI,SUCCESS,3,1,active,DEV0218,192.168.6.5,1506,1,0,1
5719,User_5719,Kolkata,Ahmedabad,2026-03-06 09:35,2026-03-10 16:35,Business,Net Banking,SUCCESS,1,0,active,DEV0128,192.168.7.13,1355,1,0,0
1091,User_1091,Bangalore,Mumbai,2026-02-28 03:42,2026-02-28 08:42,First Class,Debit Card,SUCCESS,2,1,cancelled,DEV0172,192.168.19.5,980,2,0,1
7747,User_7747,Chennai,Bangalore,2026-01-26 03:50,2026-01-26 04:50,Sleeper,Net Banking,SUCCESS,2,1,active,DEV0239,192.168.10.11,350,1,2,1
1004,User_1004,Delhi,Pune,2026-05-14 21:56,2026-05-15 02:56,Sleeper,Debit Card,SUCCESS,4,1,cancelled,DEV0103,192.168.17.2,846,2,1,1
7211,User_7211,Ahmedabad,Bangalore,2026-02-06 16:54,2026-02-26 23:54,AC,Net Banking,SUCCESS,2,0,active,DEV0064,192.168.15.13,296,0,0,0
1520,User_1520,Jaipur,Hyderabad,2026-01-26 22:44,2026-02-05 06:44,AC,Net Banking,SUCCESS,2,0,active,DEV0183,192.168.10.8,1397,1,0,0
5133,User_5133,Mumbai,Jaipur,2026-04-28 01:37,2026-05-23 02:37,AC,Wallet,SUCCESS,3,0,cancelled,DEV0037,192.168.15.14,285,0,0,0
3091,User_3091,Hyderabad,Mumbai,2026-04-09 06:12,2026-04-20 17:12,First Class,Credit Card,SUCCESS,1,0,completed,DEV0216,192.168.17.7,779,1,0,0
8962,User_8962,Bangalore,Pune,2026-04-13 15:16,2026-04-26 21:16,First Class,Credit Card,SUCCESS,3,0,active,DEV0058,192.168.14.9,1501,0,0,0
9903,User_9903,Bangalore,Mumbai,2026-04-01 05:07,2026-04-23 15:07,Business,Net Banking,SUCCESS,2,0,active,DEV0141,192.168.18.13,980,1,0,0
3749,User_3749,Jaipur,Hyderabad,2026-03-08 04:46,2026-03-24 04:46,General,Net Banking,SUCCESS,1,0,active,DEV0231,192.168.15.6,849,1,0,0
8434,User_8434,Hyderabad,Mumbai,2026-03-30 18:14,2026-04-16 04:14,AC,UPI,SUCCESS,1,0,active,DEV0012,192.168.17.13,1392,0,0,0
9502,User_9502,Pune,Mumbai,2026-01-29 16:35,2026-02-09 22:35,Sleeper,Debit Card,SUCCESS,1,0,active,DEV0179,192.168.12.8,150,0,0,0
4697,User_4697,Jaipur,Kolkata,2026-05-10 04:06,2026-05-22 11:06,AC,Net Banking,SUCCESS,1,0,active,DEV0145,192.168.14.13,244,0,0,0
5978,User_5978,Lucknow,Delhi,2026-01-23 06:26,2026-01-30 15:26,AC,UPI,SUCCESS,1,0,completed,DEV0044,192.168.12.9,500,0,0,0
5104,User_5104,Lucknow,Ahmedabad,2026-02-20 16:21,2026-02-20 17:21,AC,UPI,FAILED,4,0,active,DEV0233,192.168.11.10,1331,1,4,1
9308,User_9308,Kolkata,Bangalore,2026-02-01 10:48,2026-02-22 10:48,Sleeper,Net Banking,SUCCESS,3,0,active,DEV0045,192.168.7.4,481,1,0,0
7939,User_7939,Hyderabad,Ahmedabad,2026-04-06 06:20,2026-04-19 07:20,AC,Credit Card,SUCCESS,2,0,active,DEV0092,192.168.17.10,796,1,0,0
9098,User_9098,Delhi,Chennai,2026-03-25 00:14,2026-04-18 01:14,Business,Credit Card,SUCCESS,1,0,completed,DEV0090,192.168.13.9,1653,1,0,0
7082,User_7082,Pune,Hyderabad,2026-05-11 19:23,2026-05-11 21:23,AC,Debit Card,SUCCESS,20,0,active,DEV0238,192.168.14.5,270,2,0,1
1356,User_1356,Delhi,Hyderabad,2026-04-06 05:48,2026-04-06 10:48,AC,Net Banking,FAILED,5,0,active,DEV0209,192.168.8.14,1489,2,7,1
2697,User_2697,Bangalore,Delhi,2026-02-19 23:06,2026-03-14 05:06,Business,Wallet,SUCCESS,1,0,active,DEV0199,192.168.18.9,2150,0,0,0
4981,User_4981,Pune,Hyderabad,2026-03-18 04:34,2026-04-03 09:34,First Class,Wallet,SUCCESS,2,0,active,DEV0057,192.168.6.3,853,0,0,0
8756,User_8756,Chennai,Lucknow,2026-02-21 02:33,2026-02-21 02:33,First Class,UPI,SUCCESS,4,0,active,DEV0027,192.168.15.14,373,3,0,1
2647,User_2647,Kolkata,Jaipur,2026-04-08 16:20,2026-04-13 23:20,Business,Debit Card,SUCCESS,1,0,active,DEV0216,192.168.19.6,600,0,0,0
4335,User_4335,Bangalore,Hyderabad,2026-04-05 20:30,2026-04-07 08:30,Business,Wallet,SUCCESS,3,0,active,DEV0028,192.168.5.11,513,0,0,0
3073,User_3073,Bangalore,Jaipur,2026-04-13 21:17,2026-04-26 06:17,First Class,Wallet,SUCCESS,1,0,active,DEV0180,192.168.6.8,685,0,0,0
6568,User_6568,Mumbai,Lucknow,2026-04-16 17:47,2026-05-09 21:47,General,UPI,SUCCESS,3,0,cancelled,DEV0228,192.168.12.3,1306,0,0,0
2894,User_2894,Hyderabad,Bangalore,2026-04-23 14:36,2026-05-11 00:36,Sleeper,Credit Card,SUCCESS,3,0,active,DEV0110,192.168.18.11,1269,0,0,0
7155,User_7155,Chennai,Hyderabad,2026-02-03 04:44,2026-02-03 06:44,First Class,Wallet,FAILED,6,0,active,DEV0133,192.168.17.1,630,1,4,1
5924,User_5924,Chennai,Lucknow,2026-05-11 05:43,2026-05-11 05:43,Business,Credit Card,FAILED,4,0,active,DEV0031,192.168.18.4,1593,1,7,1
5803,User_5803,Kolkata,Bangalore,2026-02-11 21:33,2026-02-28 00:33,Sleeper,Credit Card,SUCCESS,1,0,active,DEV0227,192.168.7.8,1239,0,0,0
9459,User_9459,Mumbai,Hyderabad,2026-03-15 03:35,2026-03-15 06:35,Business,Wallet,SUCCESS,3,1,active,DEV0196,192.168.13.2,1275,1,2,1
8662,User_8662,Chennai,Pune,2026-02-28 04:27,2026-02-28 05:27,Sleeper,UPI,FAILED,4,0,active,DEV0032,192.168.14.5,972,1,5,1
2269,User_2269,Ahmedabad,Jaipur,2026-04-11 19:53,2026-04-12 00:53,Sleeper,Credit Card,SUCCESS,1,1,active,DEV0085,192.168.12.11,726,2,0,1
5526,User_5526,Bangalore,Delhi,2026-04-10 11:27,2026-04-19 13:27,Business,Debit Card,SUCCESS,1,0,active,DEV0019,192.168.18.1,2150,0,0,0
2395,User_2395,Chennai,Hyderabad,2026-03-16 19:42,2026-04-05 20:42,Business,Credit Card,SUCCESS,2,0,completed,DEV0104,192.168.11.12,630,0,0,0
6378,User_6378,Ahmedabad,Jaipur,2026-04-30 12:40,2026-05-08 20:40,First Class,Net Banking,SUCCESS,3,0,active,DEV0110,192.168.15.3,1767,0,0,0
4777,User_4777,Jaipur,Pune,2026-04-09 16:44,2026-04-30 21:44,AC,Debit Card,SUCCESS,1,0,completed,DEV0199,192.168.11.10,1588,1,0,0
9914,User_9914,Delhi,Jaipur,2026-04-16 11:08,2026-04-16 15:08,General,Net Banking,FAILED,5,0,active,DEV0136,192.168.13.10,280,1,3,1
9409,User_9409,Kolkata,Bangalore,2026-03-27 02:15,2026-03-27 03:15,Sleeper,Net Banking,SUCCESS,3,0,active,DEV0007,192.168.2.7,1282,2,0,1
6912,User_6912,Jaipur,Chennai,2026-01-18 05:20,2026-02-06 12:20,General,UPI,SUCCESS,3,0,active,DEV0134,192.168.17.8,1639,1,0,0
7136,User_7136,Chennai,Jaipur,2026-03-28 01:08,2026-03-28 03:08,General,Credit Card,SUCCESS,3,1,active,DEV0020,192.168.13.14,585,0,2,1
2483,User_2483,Lucknow,Chennai,2026-03-13 19:03,2026-03-14 00:03,Sleeper,Wallet,SUCCESS,6,0,active,DEV0112,192.168.10.8,208,2,0,1
6502,User_6502,Ahmedabad,Chennai,2026-04-05 14:45,2026-04-10 01:45,AC,UPI,SUCCESS,2,0,active,DEV0056,192.168.12.10,1438,1,0,0
4164,User_4164,Chennai,Kolkata,2026-04-21 16:48,2026-04-27 23:48,First Class,Net Banking,SUCCESS,3,0,active,DEV0128,192.168.10.4,1075,1,0,0
5441,User_5441,Hyderabad,Ahmedabad,2026-02-03 19:38,2026-02-03 20:38,General,Wallet,SUCCESS,3,0,active,DEV0010,192.168.1.6,610,2,1,1
1554,User_1554,Hyderabad,Chennai,2026-03-19 23:11,2026-03-20 02:11,AC,Wallet,SUCCESS,1,1,active,DEV0035,192.168.7.12,630,0,1,1
9900,User_9900,Jaipur,Lucknow,2026-03-17 19:03,2026-04-06 00:03,Business,Credit Card,SUCCESS,3,0,active,DEV0069,192.168.13.13,1632,0,0,0
7949,User_7949,Delhi,Kolkata,2026-02-11 20:16,2026-02-11 22:16,First Class,Net Banking,FAILED,3,0,active,DEV0186,192.168.11.3,1500,0,8,1
7274,User_7274,Ahmedabad,Jaipur,2026-01-28 13:58,2026-01-28 13:58,Sleeper,UPI,SUCCESS,5,0,active,DEV0188,192.168.6.14,695,5,2,1
5397,User_5397,Pune,Jaipur,2026-03-16 00:10,2026-03-28 12:10,Business,Debit Card,SUCCESS,2,0,active,DEV0056,192.168.13.12,678,1,0,0
5088,User_5088,Delhi,Hyderabad,2026-01-24 17:17,2026-01-28 18:17,Sleeper,Wallet,SUCCESS,2,0,active,DEV0145,192.168.17.11,709,0,0,0
8251,User_8251,Ahmedabad,Lucknow,2026-04-20 00:58,2026-04-21 12:58,AC,Credit Card,SUCCESS,2,0,active,DEV0174,192.168.17.5,1167,0,0,0
9117,User_9117,Chennai,Bangalore,2026-03-07 03:11,2026-03-24 08:11,AC,Net Banking,SUCCESS,2,0,active,DEV0023,192.168.17.9,350,1,0,0
2001,User_2001,Kolkata,Lucknow,2026-03-24 16:09,2026-03-24 20:09,AC,Credit Card,SUCCESS,3,1,active,DEV0034,192.168.18.11,1424,2,1,1
7284,User_7284,Lucknow,Hyderabad,2026-05-13 19:35,2026-06-08 04:35,Sleeper,UPI,SUCCESS,2,0,cancelled,DEV0170,192.168.13.10,1075,0,0,0
3174,User_3174,Kolkata,Lucknow,2026-04-22 04:42,2026-04-22 04:42,First Class,Wallet,SUCCESS,1,1,active,DEV0150,192.168.11.3,1331,2,1,1
8144,User_8144,Pune,Mumbai,2026-01-27 00:09,2026-02-02 11:09,First Class,Wallet,SUCCESS,3,0,cancelled,DEV0190,192.168.13.13,150,1,0,0
6409,User_6409,Mumbai,Ahmedabad,2026-04-05 12:34,2026-04-05 13:34,AC,Credit Card,SUCCESS,1,1,cancelled,DEV0019,192.168.10.1,531,1,1,1
5291,User_5291,Ahmedabad,Kolkata,2026-03-03 00:00,2026-03-08 04:00,AC,UPI,SUCCESS,3,0,cancelled,DEV0228,192.168.8.3,904,1,0,0
3621,User_3621,Bangalore,Chennai,2026-04-24 07:30,2026-05-15 13:30,General,Net Banking,SUCCESS,2,0,completed,DEV0243,192.168.12.9,350,0,0,0
2052,User_2052,Kolkata,Hyderabad,2026-01-21 20:20,2026-02-04 08:20,Sleeper,Wallet,SUCCESS,3,0,completed,DEV0194,192.168.16.5,394,1,0,0
3170,User_3170,Bangalore,Lucknow,2026-03-08 06:20,2026-03-29 06:20,General,UPI,SUCCESS,1,0,active,DEV0131,192.168.14.8,549,0,0,0
6862,User_6862,Ahmedabad,Lucknow,2026-04-05 09:21,2026-04-14 09:21,General,Credit Card,SUCCESS,3,0,cancelled,DEV0014,192.168.9.8,1542,1,0,0
1475,User_1475,Pune,Kolkata,2026-05-10 19:23,2026-06-04 23:23,First Class,Debit Card,SUCCESS,2,0,completed,DEV0091,192.168.19.3,1206,0,0,0
8988,User_8988,Hyderabad,Kolkata,2026-03-07 06:36,2026-03-13 12:36,Sleeper,Credit Card,SUCCESS,3,0,cancelled,DEV0128,192.168.12.11,1549,0,0,0
8242,User_8242,Mumbai,Bangalore,2026-01-22 19:37,2026-02-12 20:37,General,Wallet,SUCCESS,1,0,cancelled,DEV0155,192.168.14.8,980,1,0,0
9007,User_9007,Pune,Lucknow,2026-03-08 22:32,2026-03-08 23:32,First Class,Debit Card,SUCCESS,6,0,active,DEV0208,192.168.12.5,1490,5,2,1
8679,User_8679,Pune,Kolkata,2026-03-23 09:44,2026-04-07 11:44,Business,Wallet,SUCCESS,1,0,active,DEV0201,192.168.9.3,1060,0,0,0
3088,User_3088,Ahmedabad,Chennai,2026-01-18 09:08,2026-01-30 20:08,Sleeper,Debit Card,SUCCESS,1,0,active,DEV0123,192.168.15.14,803,1,0,0
6794,User_6794,Bangalore,Lucknow,2026-03-08 03:05,2026-03-30 05:05,First Class,Wallet,SUCCESS,2,0,completed,DEV0242,192.168.11.7,1326,1,0,0
9561,User_9561,Lucknow,Kolkata,2026-04-14 15:02,2026-04-17 00:02,AC,Credit Card,SUCCESS,3,0,cancelled,DEV0137,192.168.18.4,1290,0,0,0
6139,User_6139,Delhi,Chennai,2026-02-19 11:05,2026-03-04 21:05,First Class,Credit Card,SUCCESS,3,0,active,DEV0058,192.168.16.9,439,1,0,0
3416,User_3416,Jaipur,Lucknow,2026-01-23 15:43,2026-01-23 18:43,Business,Debit Card,FAILED,4,0,active,DEV0047,192.168.19.10,602,0,6,1
5371,User_5371,Hyderabad,Mumbai,2026-04-23 19:54,2026-05-06 04:54,Business,Wallet,SUCCESS,1,0,active,DEV0247,192.168.9.14,608,1,0,0
8956,User_8956,Ahmedabad,Chennai,2026-03-20 14:39,2026-04-11 20:39,First Class,Debit Card,SUCCESS,2,0,active,DEV0229,192.168.8.7,481,0,0,0
6651,User_6651,Jaipur,Chennai,2026-03-15 19:20,2026-03-15 19:20,First Class,Net Banking,SUCCESS,6,0,active,DEV0162,192.168.13.10,332,6,0,1
3045,User_3045,Hyderabad,Mumbai,2026-04-27 07:25,2026-05-08 08:25,General,UPI,SUCCESS,3,0,active,DEV0083,192.168.10.5,1682,0,0,0
9391,User_9391,Mumbai,Bangalore,2026-02-05 19:41,2026-02-05 23:41,General,Debit Card,SUCCESS,4,1,cancelled,DEV0075,192.168.9.1,980,1,1,1
6663,User_6663,Pune,Mumbai,2026-05-02 03:03,2026-05-21 14:03,General,Wallet,SUCCESS,3,0,active,DEV0158,192.168.18.4,150,1,0,0
9786,User_9786,Lucknow,Kolkata,2026-02-25 10:42,2026-02-28 11:42,Business,Wallet,SUCCESS,2,0,active,DEV0230,192.168.10.11,1264,1,0,0
3718,User_3718,Bangalore,Kolkata,2026-01-31 02:31,2026-01-31 06:31,General,Net Banking,FAILED,6,0,active,DEV0064,192.168.7.6,1238,1,5,1
3492,User_3492,Kolkata,Lucknow,2026-02-11 23:47,2026-03-02 11:47,General,Debit Card,SUCCESS,3,0,active,DEV0111,192.168.13.12,1070,1,0,0
9486,User_9486,Bangalore,Chennai,2026-05-03 09:28,2026-05-25 21:28,Sleeper,Credit Card,SUCCESS,1,0,active,DEV0092,192.168.16.4,350,1,0,0
5786,User_5786,Bangalore,Pune,2026-04-26 00:08,2026-04-27 09:08,Sleeper,UPI,SUCCESS,2,0,active,DEV0039,192.168.18.4,1323,1,0,0
6359,User_6359,Ahmedabad,Delhi,2026-04-29 08:42,2026-04-29 10:42,AC,UPI,SUCCESS,2,0,active,DEV0003,192.168.3.6,419,0,0,1
1317,User_1317,Hyderabad,Ahmedabad,2026-03-03 07:26,2026-03-11 09:26,First Class,Net Banking,SUCCESS,1,0,active,DEV0120,192.168.13.4,1038,1,0,0
8735,User_8735,Hyderabad,Lucknow,2026-03-03 06:26,2026-03-03 11:26,Business,Net Banking,SUCCESS,14,0,active,DEV0223,192.168.16.3,601,0,0,1
7982,User_7982,Pune,Ahmedabad,2026-04-15 01:52,2026-04-15 03:52,AC,Debit Card,SUCCESS,1,1,cancelled,DEV0056,192.168.18.10,1081,1,1,1
1821,User_1821,Jaipur,Ahmedabad,2026-04-17 08:07,2026-05-10 15:07,AC,UPI,SUCCESS,3,0,active,DEV0098,192.168.12.3,1497,1,0,0
1525,User_1525,Hyderabad,Chennai,2026-03-15 14:01,2026-03-30 17:01,Sleeper,UPI,SUCCESS,1,0,active,DEV0109,192.168.16.14,630,0,0,0
2982,User_2982,Kolkata,Chennai,2026-03-23 06:16,2026-03-30 17:16,Business,Debit Card,SUCCESS,3,0,active,DEV0240,192.168.10.2,1213,1,0,0
2245,User_2245,Lucknow,Ahmedabad,2026-01-15 11:27,2026-01-21 17:27,First Class,Net Banking,SUCCESS,2,0,active,DEV0212,192.168.17.9,1533,0,0,0
5272,User_5272,Kolkata,Ahmedabad,2026-03-06 01:24,2026-03-19 07:24,General,UPI,SUCCESS,2,0,active,DEV0147,192.168.5.12,1513,0,0,0
